OSEBuildingID,PrimaryPropertyType,CouncilDistrictCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuildings,ENERGYSTARScore,SiteEUIkBtusf,SiteEUIWNkBtusf,SourceEUIkBtusf,SourceEUIWNkBtusf,SiteEnergyUsekBtu,SiteEnergyUseWNkBtu,SteamUsekBtu,ElectricitykBtu,NaturalGaskBtu,OtherFuelUsekBtu,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,SiteEUIkBtusf_diff1516,SiteEUIWNkBtusf_diff1516,SourceEUIkBtusf_diff1516,SourceEUIWNkBtusf_diff1516,SiteEnergyUsekBtu_diff1516,SiteEnergyUseWNkBtu_diff1516,SteamUsekBtu_diff1516,ElectricitykBtu_diff1516,NaturalGaskBtu_diff1516,TotalGHGEmissions_diff1516,GHGEmissionsIntensity_diff1516
132,other,4.0,1929.0,1.0,2.0,206934.0,0.0,206934.0,,37.4,38.8,76.5,76.7,4461969.0,4625346.0,0.0,2118354.0,2343703.0,0.0,nan,139.24,0.63,0.0,0.0,0.0,0.1000015300000001,0.0,351610.5,0.0,4894.0,0.0,0.0,0.0299999999999999
136,hotel,5.0,2001.0,1.0,4.0,51390.0,0.0,51390.0,86.0,75.2,75.2,137.5,137.5,3864699.0,3864699.0,0.0,1438855.0,2425903.0,0.0,nan,138.87,2.58,5.400001529999997,3.10000153,6.2999969499999935,3.39999847,1321385.0,2426619.0,0.0,76354.0,1244870.0,66.64000000000004,0.3400000000000001
137,k-12school,5.0,1963.0,1.0,2.0,131013.0,0.0,131013.0,88.0,29.9,33.1,59.4,62.8,3939221.0,4362064.0,0.0,1770594.0,2168700.0,0.0,nan,127.52,0.92,0.0,0.0,0.0,0.0,0.0,24830.5,0.0,0.0,21911.0,0.6199999999999903,0.1300000000000001
138,k-12school,5.0,1959.0,1.0,1.0,245587.0,0.0,245587.0,95.0,42.5,49.3,77.4,85.7,10444297.0,12104908.0,0.0,3849657.0,6594800.0,0.0,nan,377.09,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71127.0,0.0,0.5,0.14
139,hotel,5.0,2002.0,1.0,3.0,69138.0,0.0,69138.0,75.0,46.7,47.1,104.7,106.0,3298570.0,3326526.0,0.0,1880991.0,1417657.0,0.0,nan,88.4,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699999999999999
140,k-12school,6.0,1991.0,1.0,3.0,66588.0,0.0,66588.0,75.0,30.5,33.9,95.9,106.3,2033074.0,2255184.0,0.0,2033159.0,0.0,0.0,nan,14.17,0.08,2.4999969499999963,3.500001529999992,0.0,1.6999999999999886,472201.0,712649.0,1187856.0,0.0,90694.0,90.89,0.48
144,hotel,7.0,1904.0,1.0,5.0,190980.0,0.0,190980.0,97.0,36.3,36.3,89.9,89.9,6935723.0,6935723.0,0.0,4727785.0,2208135.0,0.0,nan,150.23,0.68,15.599999999999994,0.0,36.60000000000002,0.0,4728212.0,0.0,0.0,2925220.0,1801640.0,116.07999999999991,0.9000000000000004
145,other,7.0,1998.0,1.0,6.0,284100.0,0.0,284100.0,,74.7,74.9,197.8,190.3,14169301.0,14212631.0,3123280.0,10609812.0,436649.0,0.0,nan,338.23,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
147,hospital,6.0,1954.0,1.0,5.0,285333.0,0.0,285333.0,28.0,209.4,221.3,442.9,450.1,63362516.0,66980332.0,0.0,32311985.0,31051872.0,0.0,nan,1874.42,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,k-12school,6.0,1991.0,1.0,2.0,55513.0,0.0,55513.0,91.0,28.1,32.0,88.4,100.4,1612965.0,1832205.0,0.0,1613032.0,0.0,0.0,nan,11.24,0.08,0.0,0.0,0.0,0.0,0.0,18545.25,0.0,0.0,80895.0,3.269999999999996,0.14
163,other,2.0,2006.0,1.0,4.0,61156.0,0.0,61156.0,,145.0,153.3,361.9,363.1,10434387.0,11034854.0,0.0,7222692.0,3211996.0,0.0,nan,220.94,3.1,1.7000015299999944,2.299999999999997,0.0,0.0,193881.0,263441.0,0.0,0.0,412158.0,20.370000000000005,0.24
167,other,2.0,1910.0,1.0,4.0,72820.0,0.0,72820.0,,35.8,38.0,90.2,92.5,2076630.0,2206050.0,0.0,1458801.0,617890.0,0.0,nan,42.99,0.5,0.3000000000000007,0.0,2.5999999999999943,0.0,72033.0,794779.0,0.0,322991.0,0.0,0.0,0.0499999999999999
168,hotel,7.0,1996.0,1.0,4.0,162222.0,14200.0,148022.0,75.0,68.2,68.2,152.8,152.8,7753080.0,7753080.0,0.0,4415922.0,3337341.0,0.0,nan,208.03,1.17,4.700000760000002,1.9000007600000048,6.499996899999999,4.599999999999994,304180.0,528636.5,0.0,47091.0,257012.0,13.979999999999997,0.3399999999999999
169,k-12school,2.0,1990.0,1.0,4.0,289588.0,0.0,289588.0,92.0,30.2,36.0,75.9,85.2,8747819.0,10429328.0,0.0,6126773.0,2621300.0,0.0,nan,181.93,0.54,1.8000030500000008,0.0,3.700003100000004,0.700006099999996,870964.0,3720952.0,0.0,428547.0,441378.0,26.44000000000005,0.3
170,college/university,3.0,1915.0,1.0,3.0,63330.0,0.0,63330.0,,42.5,48.8,104.7,111.4,2755578.0,3165935.0,0.0,1863973.0,891682.0,0.0,nan,60.35,0.83,0.8000030999999979,0.8999938999999983,3.8000000000000114,8.200006099999996,80850.0,35464.0,0.0,138168.0,0.0,0.0,0.6000000000000001
172,college/university,1.0,1970.0,1.0,2.0,441071.0,0.0,441071.0,,77.5,86.6,189.1,201.9,37430780.0,41809228.0,0.0,24886028.0,12545788.0,0.0,nan,839.79,1.66,13.2000015,5.700003100000004,50.1999969,42.50000610000001,898447.5,1509800.5,0.0,1191269.0,0.0,0.0,0.0799999999999996
173,small-andmid-sizedoffice,4.0,2002.0,1.0,2.0,96300.0,0.0,96300.0,,167.0,166.5,472.7,462.9,16238985.0,16187105.0,0.0,13835528.0,2404032.0,0.0,nan,224.13,1.71,0.0,0.0,0.8000030999999979,0.0,0.0,1201119.0,0.0,115204.0,0.0,0.0,0.0999999999999998
174,other,2.0,1950.0,1.0,1.0,67356.0,0.0,67356.0,,96.2,112.6,192.5,209.6,6577130.0,7693941.0,0.0,2990732.0,3586522.0,0.0,nan,211.33,2.95,0.6000007600000004,0.0,0.3000015300000029,0.0,51489.0,229969.75,0.0,0.0,65326.0,3.369999999999997,0.13
175,k-12school,3.0,2008.0,1.0,3.0,254523.0,0.0,254523.0,62.0,53.5,63.1,119.5,129.7,13609040.0,16067596.0,0.0,7719861.0,5889500.0,0.0,nan,366.61,1.31,1.60000153,1.7999999999999972,3.699998469999997,0.3999984699999999,104734.5,313204.5,0.0,67302.0,37359.0,2.450000000000003,0.15
176,k-12school,2.0,2001.0,1.0,3.0,78804.0,0.0,78804.0,92.0,31.1,35.1,76.6,80.8,2447651.0,2763750.0,0.0,1659120.0,788600.0,0.0,nan,53.45,0.59,1.89999847,0.0,1.100003049999998,0.0,190136.5,517585.25,0.0,0.0,233264.0,12.090000000000003,0.2099999999999999
177,k-12school,3.0,2002.0,1.0,3.0,66994.0,0.0,66994.0,83.0,33.8,36.7,90.4,99.2,2266570.0,2455369.0,0.0,1757543.0,509100.0,0.0,nan,39.29,0.47,0.0,0.0,0.0,0.0,0.0,187017.5,0.0,0.0,44195.0,1.6000000000000014,0.32
178,k-12school,2.0,2000.0,1.0,3.0,98357.0,0.0,98357.0,90.0,33.2,38.7,76.7,82.5,3265995.0,3804876.0,0.0,1970276.0,1295800.0,0.0,nan,82.55,0.75,0.0,0.0,0.0,0.0,0.0,203102.5,0.0,2582.0,0.0,0.0,0.0
179,small-andmid-sizedoffice,2.0,1958.0,1.0,1.0,54765.0,0.0,54765.0,,85.0,92.6,240.7,252.4,4316654.0,4702108.0,0.0,3676968.0,639837.0,0.0,nan,59.61,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19766.0,0.0,0.2099999999999999
182,college/university,7.0,1980.0,1.0,2.0,52611.0,0.0,52611.0,,83.6,93.7,198.3,208.9,4399828.0,4930107.0,0.0,2782111.0,1617832.0,0.0,nan,105.32,1.77,1.0,0.0,0.0,0.0,305011.5,1236490.0,0.0,0.0,383425.0,19.81,0.1699999999999999
185,k-12school,5.0,2011.0,1.0,2.0,236758.0,0.0,236758.0,96.0,34.0,41.1,78.7,89.1,8050977.0,9730278.0,0.0,4868567.0,3182614.0,0.0,nan,202.97,0.77,2.2999992399999982,0.0,4.39999847,3.050000003668174e-06,144126.875,350443.0,0.0,57877.0,86206.0,4.990000000000002,0.15
187,other,3.0,1971.0,1.0,6.0,250981.0,0.0,250981.0,,64.4,65.0,161.9,162.5,13901935.0,14035072.0,3994742.0,9449227.0,458359.0,0.0,nan,398.56,1.43,0.0,0.0,0.0,0.0,0.0,25350.25,0.0,0.0,0.0,0.0,0.12
189,k-12school,6.0,2002.0,1.0,3.0,62526.0,0.0,62526.0,97.0,29.5,35.7,66.2,75.3,1841968.0,2234095.0,0.0,1056512.0,785500.0,0.0,nan,49.08,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
190,small-andmid-sizedoffice,2.0,2007.0,1.0,3.0,64015.0,0.0,64015.0,19.0,62.0,66.7,169.6,174.6,3349666.0,3603241.0,0.0,2701378.0,648399.0,0.0,nan,53.27,0.65,0.0,0.0,0.0,0.0,0.0,55694.0,0.0,0.0,0.0,0.0,0.0
194,retailstore,5.0,1951.0,1.0,1.0,530039.0,0.0,530039.0,98.0,54.8,57.5,124.1,124.9,29067292.0,30468608.0,0.0,16867311.0,12200681.0,0.0,nan,765.56,1.31,0.0,2.2999984700000056,0.0,5.900006100000013,0.0,0.0,0.0,0.0,35506.0,1.1599999999999966,0.31
195,other,5.0,1964.0,1.0,3.0,54224.0,0.0,54224.0,,161.9,176.4,319.7,334.9,7613116.0,8292959.0,0.0,3366679.0,4246577.0,0.0,nan,249.01,4.33,2.9999877999999853,2.300012200000026,5.300012199999969,14.899975599999948,2640640.0,6572384.0,0.0,893071.0,1742800.0,98.82000000000062,0.6799999999999997
197,retailstore,5.0,1965.0,1.0,4.0,124342.0,0.0,124342.0,75.0,72.4,69.3,226.1,216.2,8835104.0,8450011.0,0.0,8758616.0,76850.0,0.0,nan,65.14,0.22,2.699998469999997,2.300001530000003,5.30000609999999,4.900006100000013,99669.25,221838.0,0.0,45168.0,54426.0,3.210000000000008,0.1999999999999999
200,other,5.0,1996.0,1.0,3.0,55442.0,0.0,55442.0,74.0,82.9,86.6,188.8,192.7,3091559.0,3229387.0,0.0,1814177.0,1277457.0,0.0,nan,80.49,1.31,2.900000760000001,1.6999996199999998,4.199999239999997,3.0000007600000025,244892.125,481103.25,0.0,48760.0,196114.0,10.759999999999998,0.1499999999999999
205,k-12school,6.0,1999.0,1.0,2.0,242795.0,0.0,242795.0,82.0,36.0,40.0,102.0,111.4,8728584.0,9715644.0,0.0,7466694.0,1262200.0,0.0,nan,119.09,0.36,0.0,0.0,0.0,0.0,0.0,293588.0,0.0,267239.0,0.0,0.0,0.09
209,self-storagefacility,3.0,1910.0,1.0,5.0,84870.0,0.0,84870.0,,13.3,17.2,24.6,28.7,1136698.0,1471683.0,0.0,433875.0,702841.0,0.0,nan,40.35,0.45,0.0,0.0,0.0,0.0,0.0,170703.5,0.0,19589.0,0.0,0.0,0.0
211,college/university,5.0,1970.0,11.0,2.0,694072.0,111625.0,582447.0,,55.6,59.2,162.3,169.8,37117212.0,39513408.0,0.0,33183593.0,3934997.0,0.0,nan,440.31,0.43,3.6000000000000014,1.2999984700000056,3.0,1.899996950000002,501082.0,1339957.0,0.0,0.0,550976.0,28.91,0.26
212,k-12school,2.0,1952.0,1.0,2.0,173185.0,0.0,173185.0,72.0,39.6,51.0,63.1,75.0,6863464.0,8829066.0,0.0,1781138.0,5082400.0,0.0,nan,282.34,1.59,3.19999962,3.100000380000001,4.399999999999999,4.60000076,361373.75,676738.5,0.0,58464.0,302875.0,16.5,0.18
214,k-12school,1.0,1963.0,1.0,1.0,145341.0,0.0,145341.0,77.0,35.9,44.3,66.5,75.3,4998015.0,6165405.0,0.0,1914941.0,3083154.0,0.0,nan,177.1,1.16,4.099999239999995,0.0,5.699996949999999,0.9000030499999951,763005.0,2030704.0,0.0,122655.0,640230.0,34.85000000000002,0.26
215,non-refrigeratedwarehouse,2.0,1904.0,1.0,4.0,114297.0,0.0,114297.0,67.0,15.2,18.0,31.6,35.1,1738724.0,2060926.0,0.0,854011.0,884748.0,0.0,nan,52.94,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580917.0,17.359999999999985,0.1599999999999999
216,k-12school,2.0,1960.0,1.0,2.0,184125.0,0.0,184125.0,89.0,43.7,55.9,78.5,91.4,8037287.0,10298198.0,0.0,2877207.0,5160200.0,0.0,nan,294.12,1.53,0.0,0.0,0.0,0.0,0.0,504215.5,0.0,0.0,0.0,0.0,0.0
217,k-12school,6.0,1959.0,1.0,1.0,160270.0,0.0,160270.0,79.0,35.4,45.9,62.4,77.6,5674450.0,7361706.0,0.0,1936530.0,3738000.0,0.0,nan,212.02,1.27,3.3999999999999986,3.4999984700000013,9.599996900000008,10.4999969,222650.25,294727.5,0.0,190551.0,31998.0,3.030000000000001,0.21
220,non-refrigeratedwarehouse,2.0,1937.0,1.0,1.0,234144.0,0.0,234144.0,82.0,31.5,40.4,46.8,56.1,7370743.0,9449743.0,0.0,1541206.0,5829600.0,0.0,nan,320.35,1.34,0.0,0.0,0.0,0.0,0.0,28763.0,0.0,0.0,61133.0,0.5099999999999909,0.2000000000000001
223,retailstore,1.0,1966.0,1.0,1.0,64984.0,0.0,64984.0,76.0,41.6,42.6,121.1,120.2,2721646.0,2785857.0,0.0,2423136.0,298611.0,0.0,nan,32.75,0.34,0.0,0.0,0.0,0.0,1829.0,1015657.0,0.0,0.0,32896.0,1.5300000000000296,0.0999999999999999
224,retailstore,1.0,1965.0,1.0,1.0,67745.0,0.0,67745.0,31.0,141.1,152.2,241.1,250.6,9560965.0,10315565.0,0.0,3016102.0,6544988.0,0.0,nan,368.63,5.25,3.60000153,0.0,1.1999969499999992,0.0,164280.0,468533.5,0.0,0.0,219387.0,11.269999999999996,0.32
225,k-12school,1.0,2010.0,1.0,2.0,367884.0,0.0,367884.0,93.0,33.3,39.0,81.8,90.3,12263687.0,14356216.0,0.0,8236429.0,4027600.0,0.0,nan,271.32,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170477.0,0.0,0.01
226,k-12school,1.0,1958.0,1.0,1.0,46797.0,0.0,46797.0,86.0,40.8,52.5,81.0,99.0,1911611.0,2458535.0,0.0,852346.0,1059300.0,0.0,nan,62.2,1.25,1.799998470000002,0.0,1.1999969499999992,0.0,95996.5,333714.125,0.0,0.0,109722.0,5.730000000000004,0.17
227,k-12school,3.0,1963.0,1.0,3.0,136188.0,0.0,136188.0,67.0,39.9,50.9,78.6,93.8,5436057.0,6929738.0,0.0,2388755.0,3047400.0,0.0,nan,178.5,1.24,0.8000003800000002,0.0,0.2999999999999971,0.0,52626.0,184526.75,0.0,0.0,69220.0,3.5600000000000023,0.1499999999999999
228,other,6.0,1973.0,1.0,3.0,56000.0,0.0,56000.0,,31.3,38.0,65.0,72.0,1755264.0,2129536.0,0.0,858626.0,896674.0,0.0,nan,53.61,0.89,3.5999996199999984,2.599999239999999,4.39999924,2.800000760000003,190719.5,389322.875,0.0,14539.0,176159.0,9.450000000000005,0.2199999999999999
229,k-12school,2.0,2004.0,1.0,2.0,67371.0,0.0,67371.0,92.0,30.8,34.2,77.7,81.3,2075833.0,2304835.0,0.0,1461994.0,613900.0,0.0,nan,42.8,0.54,4.200000760000002,4.799998470000006,6.200000000000003,5.700000000000003,534411.0,784858.5,0.0,113954.0,420307.0,23.12,0.31
230,self-storagefacility,1.0,1969.0,1.0,2.0,52088.0,0.0,52088.0,,22.8,27.7,44.4,50.9,1186800.0,1445190.0,0.0,509226.0,677596.0,0.0,nan,39.54,0.72,3.2999984700000056,2.4999984700000084,3.9999969000000135,4.099996900000008,409118.0,712722.0,0.0,33526.0,375423.0,20.170000000000016,0.2999999999999998
231,k-12school,4.0,2010.0,1.0,3.0,127776.0,0.0,127776.0,81.0,33.0,34.3,93.8,97.8,4213726.0,4378534.0,0.0,3615976.0,597900.0,0.0,nan,56.96,0.32,4.900006100000013,0.0,12.599993900000015,0.0,210296.0,604026.5,0.0,153692.0,56454.0,4.069999999999993,0.96
232,hotel,3.0,1998.0,1.0,5.0,123920.0,30000.0,93920.0,82.0,72.3,75.6,144.2,148.1,8964061.0,9362176.0,0.0,4045691.0,4918538.0,0.0,nan,289.43,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199999999999999
233,other,3.0,1900.0,1.0,1.0,58000.0,0.0,58000.0,,170.7,192.4,356.3,378.0,7338511.0,8273346.0,0.0,3644232.0,3694428.0,0.0,nan,221.62,3.55,3.10000153,2.0,3.0,1.8999938999999983,436657.0,1018756.0,0.0,0.0,452000.0,23.90000000000004,0.2299999999999999
234,non-refrigeratedwarehouse,7.0,1926.0,1.0,2.0,50292.0,0.0,50292.0,,13.3,13.3,41.6,41.6,715446.0,715446.0,0.0,715475.0,0.0,0.0,nan,4.99,0.04,0.0,0.0,0.0,0.0,0.0,78843.0,0.0,0.0,121806.0,5.059999999999995,0.1899999999999999
235,hotel,7.0,1998.0,1.0,7.0,207656.0,54341.0,153315.0,77.0,75.8,81.0,161.5,169.5,10735331.0,11474804.0,0.0,5546361.0,5189200.0,0.0,nan,314.26,1.4,3.5,0.0,7.600012200000009,2.700012200000004,325631.0,858765.0,0.0,178675.0,146668.0,9.04000000000002,0.3199999999999998
237,k-12school,6.0,1999.0,1.0,2.0,67235.0,0.0,67235.0,85.0,35.2,38.7,91.8,95.5,2364351.0,2599890.0,0.0,1766824.0,597600.0,0.0,nan,44.06,0.54,0.6999992399999968,1.2000007600000018,0.0,0.0,44284.25,156081.75,0.0,0.0,67720.0,3.43,0.15
238,small-andmid-sizedoffice,5.0,1957.0,1.0,2.0,85017.0,0.0,85017.0,40.0,97.0,106.3,255.1,269.5,9146727.0,10026737.0,0.0,6915309.0,2231705.0,0.0,nan,166.73,1.61,2.200000000000003,2.099996950000005,6.199996900000002,5.999993899999993,141344.0,155268.5,0.0,120219.0,21022.0,1.9599999999999795,0.2000000000000001
239,k-12school,1.0,1991.0,1.0,3.0,58118.0,0.0,58118.0,97.0,23.1,24.5,66.1,70.4,1362993.0,1444495.0,0.0,1181942.0,181100.0,0.0,nan,17.86,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,hotel,5.0,1968.0,1.0,4.0,64893.0,0.0,64893.0,73.0,93.3,93.6,178.5,179.4,6056481.0,6075196.0,0.0,2500329.0,3556255.0,0.0,nan,206.3,3.01,9.6,17.1,13.700000000000005,22.200000000000003,673413.0,1205029.75,0.0,126811.0,546587.0,29.919999999999987,0.4500000000000002
242,k-12school,5.0,1989.0,1.0,2.0,52792.0,0.0,52792.0,98.0,22.1,26.0,69.5,81.6,1227290.0,1440992.0,0.0,1227341.0,0.0,0.0,nan,8.56,0.06,3.2999984700000056,2.699998470000004,9.800003099999998,7.199996900000002,149085.25,194136.0,0.0,134194.0,14842.0,1.7199999999999989,0.25
243,k-12school,2.0,1925.0,1.0,1.0,70762.0,0.0,70762.0,95.0,41.4,41.4,54.3,54.3,2933003.0,2933003.0,0.0,364295.0,2568723.0,0.0,nan,138.96,1.94,0.0,1.4000007600000046,0.0,0.0,0.0,2168320.0,0.0,0.0,1303810.0,58.51999999999998,0.17
244,small-andmid-sizedoffice,7.0,1900.0,1.0,3.0,56456.0,0.0,56456.0,83.0,34.3,35.9,91.5,96.5,1527917.0,1599245.0,0.0,1183443.0,344523.0,0.0,nan,26.55,0.38,0.0,0.0,0.0,0.0,0.0,194153.0,0.0,0.0,26783.0,0.0,0.21
245,other,2.0,1999.0,1.0,6.0,1585960.0,327680.0,1258280.0,,37.8,37.8,106.9,106.9,59991984.0,59991984.0,0.0,50980399.0,9013708.0,0.0,nan,834.11,0.39,0.0,0.0,0.0,0.0,0.0,210758.5,0.0,0.0,0.0,0.0,0.2499999999999999
247,distributioncenter,2.0,1924.0,1.0,2.0,179161.0,0.0,179161.0,,55.2,61.9,165.9,184.3,9974370.0,11178092.0,0.0,9337240.0,637519.0,0.0,nan,98.95,0.33,0.9999984700000012,2.3999999999999986,3.299998500000001,7.400001500000002,1247188.0,0.0,0.0,1225384.0,20151.0,9.61999999999989,0.15
248,non-refrigeratedwarehouse,2.0,1965.0,1.0,2.0,50000.0,0.0,50000.0,,58.5,69.0,183.8,216.8,4116805.0,4855148.0,0.0,4116974.0,0.0,0.0,nan,28.7,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0899999999999998
249,other,2.0,1999.0,1.0,3.0,1172127.0,0.0,1172127.0,,49.1,46.6,121.8,114.0,57514116.0,54628004.0,0.0,39396997.0,18118769.0,0.0,nan,1236.93,0.91,7.89999924,7.89999924,24.599998470000003,24.599998470000003,624416.25,624416.25,0.0,624342.0,0.0,4.349999999999998,0.15
250,hotel,2.0,2005.0,1.0,9.0,168449.0,14567.0,153882.0,61.0,90.9,93.5,188.0,188.1,13116256.0,13484454.0,0.0,6384861.0,6731660.0,0.0,nan,402.03,2.22,0.0,0.0,0.0,0.0,0.0,1016365.0,0.0,0.0,173150.0,7.440000000000055,0.09
257,non-refrigeratedwarehouse,1.0,1916.0,1.0,4.0,79600.0,0.0,79600.0,55.0,22.4,22.4,70.5,70.5,1786986.0,1786986.0,0.0,1787060.0,0.0,0.0,nan,12.46,0.06,5.399993899999998,4.399993899999998,11.900012199999992,10.799987799999997,1192892.0,1862276.0,0.0,454582.0,736445.0,42.28999999999997,0.7100000000000002
260,sps-districtk-12,4.0,1997.0,1.0,4.0,241066.0,0.0,241066.0,74.0,32.6,42.1,63.3,75.3,7870351.0,10142007.0,0.0,3348000.0,4522491.0,0.0,nan,263.53,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17567.0,0.0,0.07
261,largeoffice,1.0,1980.0,16.0,2.0,334368.0,31874.0,302494.0,,154.5,157.5,439.3,442.5,52273792.0,53294752.0,0.0,44866796.0,7408855.0,0.0,nan,706.26,1.53,0.0,0.0,0.0,0.0,0.0,255244.0,0.0,0.0,37578.0,1.3799999999999957,0.41
263,other,5.0,2008.0,1.0,6.0,419848.0,335109.0,84739.0,,111.8,111.9,298.9,291.2,9477865.0,9478424.0,0.0,7356021.0,2122149.0,0.0,nan,163.99,0.32,2.800001530000003,0.2999984700000055,3.9999938999999927,3.600003100000009,350487.0,753046.0,0.0,61370.0,288891.0,15.78000000000003,0.3400000000000003
267,hotel,7.0,1999.0,1.0,0.0,934292.0,0.0,934292.0,,115.7,115.7,271.7,271.7,63811044.0,63811044.0,0.0,39667989.0,24144689.0,0.0,nan,1558.85,1.49,0.4999998089999993,0.3000000000000007,1.0000007600000025,0.9000003800000016,32965.375,55421.5,0.0,16848.0,16100.0,0.9700000000000006,0.04
273,k-12school,1.0,1999.0,1.0,1.0,71714.0,0.0,71714.0,89.0,31.0,33.6,88.0,93.1,2223321.0,2407341.0,0.0,1903299.0,320100.0,0.0,nan,30.27,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5123.0,0.0,0.2999999999999998
274,non-refrigeratedwarehouse,4.0,1991.0,1.0,3.0,75397.0,8161.0,67236.0,91.0,7.7,8.2,20.7,21.2,516216.0,551381.0,0.0,406533.0,109700.0,0.0,nan,8.66,0.09,2.89999847,1.7000007600000018,3.0,2.599996950000005,600249.0,1465545.0,0.0,0.0,600602.0,31.889999999999983,0.25
278,seniorcarecommunity,2.0,1999.0,1.0,5.0,102796.0,12611.0,90185.0,,103.3,106.1,270.1,273.0,10620628.0,10902412.0,0.0,7949519.0,2671438.0,0.0,nan,197.3,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,k-12school,1.0,2002.0,1.0,2.0,208981.0,0.0,208981.0,84.0,36.2,41.5,87.0,92.6,7564604.0,8680483.0,0.0,4895406.0,2669400.0,0.0,nan,175.9,0.74,0.0,0.0,0.0,0.0,0.0,528919.0,0.0,0.0,74742.0,2.3899999999999864,0.1699999999999999
282,hotel,4.0,1931.0,1.0,16.0,106860.0,0.0,106860.0,46.0,113.1,122.5,192.9,196.9,12087498.0,13085938.0,0.0,3788422.0,8299234.0,0.0,nan,467.18,4.22,0.0,0.0,0.0,0.0,0.0,527374.0,0.0,0.0,118430.0,5.400000000000006,0.1599999999999999
283,small-andmid-sizedoffice,5.0,1972.0,1.0,5.0,50759.0,0.0,50759.0,63.0,60.0,60.0,168.2,168.2,3045139.0,3045139.0,0.0,2556409.0,488836.0,0.0,nan,43.78,0.65,0.7999999999999972,0.0,0.0,0.0,216758.0,926609.0,0.0,0.0,684579.0,33.099999999999994,0.25
284,worshipfacility,4.0,1952.0,1.0,2.0,56772.0,0.0,56772.0,49.0,41.4,50.0,78.6,87.6,2349950.0,2835789.0,0.0,954132.0,1395857.0,0.0,nan,80.79,1.35,1.10000153,0.0,1.5000015299999916,0.0,79091.0,356986.75,0.0,13823.0,65202.0,3.5600000000000023,0.14
285,worshipfacility,4.0,1952.0,1.0,3.0,103000.0,0.0,103000.0,40.0,47.2,55.7,99.6,108.6,4864408.0,5741732.0,0.0,2466944.0,2397565.0,0.0,nan,144.53,1.3,0.5,2.2000007600000018,0.0,0.2000000000000028,38415.0,161481.25,0.0,0.0,111875.0,5.43,0.1699999999999999
286,k-12school,4.0,2006.0,1.0,3.0,269297.0,0.0,269297.0,79.0,38.2,42.4,99.6,104.1,10281586.0,11430634.0,0.0,7672105.0,2609800.0,0.0,nan,192.09,0.59,0.2999992399999982,0.0,0.0,0.0,49062.5,362158.25,0.0,0.0,81198.0,4.090000000000003,0.12
287,k-12school,4.0,2001.0,1.0,3.0,75174.0,0.0,75174.0,80.0,35.3,42.4,80.9,91.3,2654755.0,3183918.0,0.0,1575720.0,1079100.0,0.0,nan,68.3,0.82,0.0,0.0,0.0,0.0,0.0,38576.5,0.0,0.0,0.0,0.0,0.15
289,k-12school,7.0,2003.0,1.0,3.0,75214.0,0.0,75214.0,87.0,30.5,30.5,82.3,82.3,2295845.0,2295845.0,0.0,1807220.0,488700.0,0.0,nan,38.55,0.41,0.0,0.0,0.0,0.0,0.0,294096.0,0.0,0.0,0.0,0.0,0.0
290,k-12school,1.0,2005.0,1.0,3.0,134918.0,0.0,134918.0,92.0,28.0,33.1,74.7,85.2,3773040.0,4466541.0,0.0,2927362.0,845800.0,0.0,nan,65.33,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93952.0,0.8900000000000006,0.21
291,k-12school,3.0,1991.0,1.0,2.0,64414.0,0.0,64414.0,63.0,37.5,43.3,117.7,136.0,2414679.0,2790234.0,0.0,2414779.0,0.0,0.0,nan,16.83,0.1,1.1999992399999968,0.0,0.0,0.0,127478.0,434058.0,428936.5,0.0,0.0,31.00999999999999,0.4000000000000001
292,k-12school,6.0,1927.0,1.0,3.0,92437.0,0.0,92437.0,71.0,53.9,71.9,79.5,100.5,4986643.0,6645204.0,0.0,1012592.0,3974093.0,0.0,nan,218.12,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14
